gene_name	qssm	qupm	reference_label	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
FLNC	67	49	131L	1.37279	1.23258	1.07203	1.15265	1.21582	1.05811	0.783056	0.865848	0.91407	1
CREBBP	1	1	131L	1.24002	1.23224	1.08601	1.12414	1.13503	1.25598	0.822941	1.00082	1.04201	1
RTN4	11	5	131L	1.2831	1.56627	1.39858	1.39319	1.21972	1.42556	0.899113	1.26102	1.08852	1
HSPB1	10	6	131L	1.24333	1.37774	1.28307	1.20165	1.04904	1.1121	0.823558	1.53403	1.05564	1
PPP6R1	14	9	131L	1.46201	1.72534	1.32675	1.39648	1.27957	1.14226	0.809471	1.2585	1.04083	1
ADAT2	8	6	131L	1.59126	1.80584	1.27236	1.25327	1.27071	1.38634	0.830696	1.35041	1.05781	1
ATP5S	2	2	131L	1.25625	1.44844	1.22808	1.10719	1.11518	1.13478	0.706748	1.28735	0.873713	1
TCEAL4	1	1	131L	1.7271	1.76661	1.06637	1.38106	1.39959	1.57789	0.957338	1.51169	1.11046	1
NDRG2	8	6	131L	1.67947	1.88789	1.46964	1.40686	1.39294	1.38124	0.945178	1.5159	1.11312	1
DOK3	2	1	131L	1.45846	1.71306	1.3137	1.17732	1.33184	1.29924	0.785992	1.47074	1.21238	1
CCDC6	16	12	131L	1.5912	1.58306	1.33992	1.37152	1.20512	1.44777	0.847412	1.40219	1.12925	1
NXT2	1	1	131L	0.768276	0.57636	0.689645	0.606299	0.750389	0.745609	0.83523	0.839759	0.877933	1
NR2C1	1	1	131L	1.56592	1.74997	1.47568	1.2378	1.19737	1.24532	0.904464	1.61659	1.22848	1
DUS1L	1	1	131L	1.56169	2.16141	1.40384	1.34063	1.24868	1.27095	0.810638	1.51759	1.06186	1
TCF12	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLRX	3	1	131L	1.57472	1.61226	1.26042	1.30233	1.31828	1.37766	0.882989	1.26431	1.0652	1
NPLOC4	14	12	131L	1.53238	1.68628	1.25595	1.18932	1.19933	1.2114	0.890857	1.32422	1.09629	1
NA	5	4	131L	1.4613	1.5025	1.19691	1.18264	1.17932	1.34107	0.864866	1.39635	1.15161	1
JUND	3	2	131L	1.05887	1.19075	1.15985	0.913407	0.972646	1.08986	0.869912	1.35105	1.08929	1
ENGASE	5	5	131L	1.46424	1.4819	1.17153	1.16228	1.1544	1.24076	0.824233	1.31668	1.03308	1
FBXO3	8	7	131L	1.52759	1.51456	1.20201	1.16603	1.30273	1.29254	0.850729	1.30622	1.07528	1
RPL30	7	3	131L	0.311954	0.43696	0.996098	1.04287	0.429265	0.450398	0.935182	1.15922	1.20191	1
DNMT1	1	1	131L	1.9238	2.21065	2.50053	1.5918	1.43979	1.16144	0.971427	1.15376	0.982192	1
GATAD2A	1	1	131L	1.08336	1.09839	0.963072	0.96868	0.883407	1.07886	0.810035	1.40449	0.891812	1
TXNRD2	2	1	131L	1.44968	1.64128	1.54269	1.21827	1.21965	1.39907	0.964106	1.49328	1.05475	1
THUMPD1	52	22	131L	1.66961	1.78655	1.35209	1.24362	1.29859	1.42927	0.892662	1.40381	1.09188	1
TBL1X	8	5	131L	1.40702	1.56286	1.17439	1.2039	1.13731	1.45031	0.834995	1.45676	1.15301	1
HSPA5	108	32	131L	1.5961	1.62957	1.30672	1.42544	1.0628	1.30631	0.755157	1.32973	1.04526	1
STOX2	1	1	131L	1.17421	1.02659	1.03552	0.924545	1.02697	1.17349	0.73756	0.977197	0.960589	1
ARF4	8	4	131L	1.73173	1.75746	1.47146	1.24634	1.24487	1.18164	0.861049	1.43606	1.02935	1
CYHR1	3	3	131L	1.45276	1.49517	1.11919	1.16039	1.17058	1.35567	0.780745	1.19861	1.02926	1
IDH3B	22	13	131L	1.39686	1.44629	1.12433	1.11154	1.20019	1.32043	0.85929	1.25444	1.07818	1
BROX	2	2	131L	1.13167	1.23337	0.994423	0.870797	1.02776	1.17347	0.766969	1.35114	1.00986	1
TRMU	2	2	131L	1.39727	1.44008	1.22975	1.14256	1.24215	1.40334	0.896348	1.14152	1.14257	1
NA	3	2	131L	1.31006	1.37576	1.0642	1.14468	1.11216	1.37083	0.804811	1.21393	1.00766	1
ZNF706	9	6	131L	1.31293	1.31164	1.16234	1.10503	1.22861	1.37045	0.814661	1.28859	1.10092	1
MAGED1	1	1	131L	1.20159	1.01311	0.607274	0.761379	0.813585	1.44988	0.695156	0.714078	0.959736	1
SARG	7	6	131L	1.33796	1.17492	1.11093	1.08025	1.12796	1.28843	0.855829	1.16756	1.13414	1
CCNH	14	8	131L	1.58077	1.59831	1.27946	1.26021	1.19785	1.42098	0.860026	1.33305	1.02223	1
GAN	9	8	131L	1.30644	1.51432	1.35952	1.14839	1.09222	1.26656	0.826854	1.40237	1.02298	1
TRAFD1	21	12	131L	1.56501	1.63883	1.38268	1.24188	1.23136	1.22869	0.81254	1.33544	1.03604	1
FTO	12	10	131L	1.57644	1.58697	1.22501	1.26955	1.2599	1.45729	0.866665	1.34494	1.11065	1
UNK	2	2	131L	1.08473	1.20535	0.904382	1.01399	0.96512	1.00316	0.741069	1.07849	1.00924	1
ZDHHC5	4	4	131L	1.67609	1.74308	1.19701	1.30185	1.32025	1.51547	0.834804	1.42233	1.07411	1
PTP4A1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L1RE1	2	2	131L	1.04737	1.1285	1.46935	1.05717	0.996836	1.00193	0.742664	1.14609	1.05925	1
PLA2G12A	2	2	131L	2.23405	2.33183	1.59549	1.6491	1.32239	1.40417	0.96584	1.71767	1.2237	1
AIFM1	22	12	131L	1.61319	1.57796	1.31516	1.26357	1.19603	1.27011	0.794697	1.30174	1.14432	1
EML2	12	8	131L	1.75806	1.91169	1.36916	1.30909	1.54681	1.45704	0.911531	1.51961	0.95426	1
AK2	125	17	131L	1.67032	1.64522	1.2488	1.29405	1.24879	1.50079	0.817609	1.34303	1.0597	1
METTL5	11	5	131L	1.67746	1.7708	1.34207	1.25862	1.29634	1.45001	0.897743	1.52336	1.09682	1
AASDHPPT	12	9	131L	1.69055	1.56642	1.26299	1.07791	1.18558	1.20754	0.761869	1.44843	0.939471	1
NA|BOLA2B|BOLA2	3	2	131L	1.51148	1.63683	1.07771	1.06865	1.23678	1.41251	0.802466	1.38392	0.984998	1
RBM3	4	2	131L	1.18518	1.12673	1.27316	1.32426	1.11966	1.32854	0.779127	1.48405	0.922059	1
RBM6|RBM10	1	1	131L	0.800354	1.01686	0.854534	0.987798	0.847487	1.10014	0.863268	1.31959	1.1256	1
GLO1	40	8	131L	1.50077	1.55211	1.19043	1.11706	1.20676	1.36466	0.818369	1.29753	1.08299	1
ZWILCH	5	4	131L	1.27903	1.39427	1.1213	1.10104	1.20498	1.27336	0.829374	1.29391	1.14894	1
SRC	1	1	131L	1.12929	1.29517	0.987577	1.04176	1.13891	1.07324	0.959846	1.07732	1.02391	1
GYG1	2	2	131L	1.40178	1.5067	1.15593	1.23412	1.17326	1.14583	0.907167	1.11536	1.08957	1
MED22	2	1	131L	1.01835	1.13389	0.943039	0.92274	1.00234	1.06929	0.808187	1.08023	0.999528	1
GCOM1	3	3	131L	1.23553	1.31075	1.26328	1.11307	1.03936	1.16758	0.796967	1.3427	1.08743	1
SULT1A1|SULT1A2	2	2	131L	1.13935	1.32092	1.04817	0.975212	0.692286	0.928198	0.58978	1.4553	0.987457	1
CLNS1A	8	5	131L	1.44034	1.62033	1.2146	1.2708	1.19432	1.22553	0.803145	1.34583	1.13473	1
CCNYL1|CCNY	1	1	131L	1.00356	1.09079	0.981534	1.05583	0.849017	1.04496	0.737314	1.1082	0.9101	1
RBBP5	27	14	131L	1.64236	1.71716	1.34807	1.27336	1.27713	1.36783	0.866243	1.36151	1.11862	1
DYRK1A	3	2	131L	1.32304	1.31727	1.00139	1.10338	1.04331	0.94451	0.820447	1.31153	0.956344	1
GALK1	11	8	131L	1.33044	1.43785	1.21346	1.08116	1.10106	1.18485	0.832717	1.28828	1.02992	1
BCAP31	15	10	131L	1.26953	1.50618	1.49583	1.45173	0.988878	1.21661	0.841983	1.36785	1.09605	1
THOP1	63	23	131L	1.65386	1.66393	1.28699	1.25615	1.23439	1.32635	0.829597	1.35013	1.07491	1
SUOX	5	4	131L	1.38355	1.3865	1.2417	1.08712	1.18842	1.31586	0.728919	1.19338	2.258	1
SGSH	5	5	131L	1.48188	1.53973	1.17523	1.19742	1.20789	1.16318	0.81076	1.17848	1.10431	1
DYNLRB1	9	3	131L	1.62052	1.61858	1.20717	1.18357	1.24198	1.40888	0.823481	1.19423	1.12925	1
TNIK	6	5	131L	1.24656	1.38526	1.23685	1.06068	1.20425	1.06652	0.800207	1.15823	1.06944	1
PUS1	1	1	131L	0.982078	1.13233	1.10804	0.861194	0.851644	0.938126	0.712762	1.0535	0.630921	1
ACTN3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIN4	8	5	131L	1.69326	1.95511	1.3659	1.22215	1.401	1.39205	0.931857	1.55751	1.07605	1
RUVBL2	87	26	131L	1.46861	1.50865	1.27604	1.30536	1.17985	1.41923	0.820049	1.35795	1.04119	1
CDYL	2	2	131L	0.995951	1.07104	0.855533	0.80682	0.940872	1.21003	0.7127	1.09958	1.16464	1
DLAT	11	7	131L	0.890233	1.10362	1.06138	1.21507	0.93796	1.03439	0.74777	1.15699	1.06112	1
NDUFS3	9	6	131L	1.47804	1.59268	1.18029	1.29023	1.16246	1.34947	0.854721	1.3108	1.07093	1
SMAP1	1	1	131L	1.72909	1.76599	1.45148	1.314	1.27933	1.23816	0.837156	1.75203	0.966244	1
SRRM1	4	3	131L	1.42101	1.81984	1.59367	1.49083	1.31415	0.770786	0.949709	1.34928	1.04816	1
SUPV3L1	10	9	131L	1.19009	1.16858	1.01748	0.961739	0.995691	1.05685	0.79837	1.27208	1.07123	1
ACTN4	160	36	131L	1.25987	1.26434	0.909413	1.13505	0.987729	0.851284	0.712807	0.896462	1.0511	1
WBSCR22	1	1	131L	1.35886	1.7444	1.31162	1.05687	1.20395	1.23432	0.870555	1.41007	1.18414	1
GSTZ1	1	1	131L	1.52729	1.82993	1.37096	0.93926	1.30533	1.31534	0.882297	1.28046	1.08513	1
KHK	8	6	131L	1.67061	1.89375	1.34751	1.27708	1.27497	1.36236	0.816721	1.46258	1.08741	1
RCCD1	1	1	131L	1.71876	1.76048	1.29304	1.19065	1.26436	1.45999	0.900475	1.40584	1.07054	1
RPP25	5	4	131L	1.25836	1.47203	1.23172	1.05289	1.17394	1.26307	0.899525	1.17775	1.25073	1
PDCD10	9	5	131L	1.8904	1.72544	1.42211	1.45087	1.31202	1.65411	0.82567	1.88998	0.961016	1
CAPZB	49	15	131L	1.34588	1.50453	1.12814	1.29042	1.07927	1.26049	0.754748	1.22008	0.962619	1
PHF23	5	5	131L	1.59319	1.65161	1.22775	1.24612	1.2486	1.36737	0.828335	1.50112	1.06834	1
CDC25C	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDC25B	1	1	131L	1.20111	1.24358	1.10405	1.06833	1.14132	1.16098	0.803335	1.23899	1.08337	1
TMLHE	5	4	131L	1.57648	1.50751	1.21155	1.25389	1.26534	1.54988	0.909841	1.28456	1.18058	1
RPS23	6	2	131L	0.719946	0.944131	1.15406	1.0885	0.837113	0.874363	0.952515	1.26063	1.14609	1
CASP7	5	4	131L	1.52644	1.52202	1.22866	1.08182	1.13916	1.32983	0.847979	1.34157	1.08108	1
MAK16	2	2	131L	1.34917	1.47195	1.23136	1.14807	1.18149	1.13882	0.888078	1.43479	1.11103	1
ANXA5	3	3	131L	0.838217	0.928761	2.07314	0.821613	0.727195	0.66436	0.648401	0.945786	0.706301	1
CFAP20	3	3	131L	1.41304	1.46451	1.13612	1.21686	1.17042	1.27284	0.791243	1.26046	0.987243	1
TACC3	51	26	131L	2.09889	2.23487	1.44667	1.75938	1.59881	1.34035	1.0137	1.41269	1.28816	1
POMC	1	1	131L	1.21836	1.09889	1.46514	1.14275	1.24299	1.57135	0.948724	1.24503	1.63898	1
PAGE5	1	1	131L	1.50439	1.45496	0.893221	1.20792	1.2714	1.36684	0.618396	1.15455	0.890967	1
PRMT6	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PVRL2	3	3	131L	1.54578	1.90656	1.61822	1.47757	1.10158	1.25229	0.772658	1.4056	1.04233	1
RFK	3	3	131L	1.43603	1.31898	1.12891	0.813781	1.31384	1.37379	0.97377	1.31529	1.22268	1
RABGGTA	6	6	131L	1.77988	1.78151	1.46592	1.25988	1.29504	1.25217	0.902113	1.4162	0.975164	1
FAM185A	1	1	131L	1.46269	1.32119	1.32203	0.956504	1.22567	1.2206	0.846248	1.23518	1.00321	1
UQCRH	5	2	131L	1.88086	2.05306	1.28148	1.29202	1.33849	1.51689	0.876131	1.56368	1.10948	1
WDR18	1	1	131L	1.16303	1.29807	1.22365	1.03352	0.981615	1.07302	0.836414	1.36163	1.02555	1
GPRIN1	10	9	131L	1.61326	1.82997	1.27773	1.37914	1.27366	1.29105	0.892419	1.1799	1.13979	1
SPCS1	1	1	131L	0.902487	0.647484	1.1112	1.31014	0.871364	1.29918	0.558548	1.10395	0.742226	1
KDM1A	2	2	131L	1.00211	1.13504	0.991682	0.900215	0.870272	0.871923	0.784652	1.09869	0.956304	1
SEC16A	2	2	131L	1.2419	1.27747	1.08651	1.13732	1.13754	1.19049	0.869951	1.09281	1.25836	1
MMTAG2	1	1	131L	0.997962	1.16851	0.800644	0.965106	0.989434	1.0243	0.900056	0.941664	1.44138	1
VPS25	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNRNP40|DKFZp434D199	1	1	131L	1.25996	1.4229	1.46873	1.16606	1.07152	1.12763	0.773702	1.41757	0.896776	1
FEN1	1	1	131L	1.16483	1.49786	2.53765	1.06383	1.25334	1.63686	0.823595	1.69634	1.26947	1
POLD2	6	6	131L	1.54347	1.8551	1.38977	1.2887	1.20115	1.27097	0.790428	1.44634	1.01604	1
TRIM32	1	1	131L	1.02543	1.17555	0.833083	0.979393	0.903969	1.04032	0.615297	0.948406	0.867477	1
FLII	1	1	131L	0.663949	0.93179	0.840942	0.992911	0.777873	0.765555	0.712258	0.974084	0.887605	1
STK4	10	5	131L	1.34967	1.39585	1.15932	1.12865	1.11693	1.19648	0.833237	1.39512	1.00711	1
ACO1	35	20	131L	1.64433	1.48985	1.00618	1.05605	1.03662	0.935313	0.803877	1.03714	0.998335	1
PYCRL	2	1	131L	1.63669	1.45889	1.20559	1.06402	1.44332	1.554	0.891436	1.31955	1.59701	1
PCYT1A	6	4	131L	1.48662	1.70392	1.37869	1.31079	1.29168	1.38154	0.879988	1.23275	0.990761	1
AARS	79	31	131L	0.92821	1.04231	0.6597	0.866367	0.844044	0.75027	0.668525	0.96064	0.858854	1
CARS	67	26	131L	1.40962	1.41668	1.09917	1.15275	1.15329	1.12184	0.8551	1.29869	1.04767	1
TOE1	13	8	131L	1.35407	1.49232	1.33178	1.1878	1.21537	1.2765	0.840976	1.31616	1.09634	1
SPTAN1	28	27	131L	1.18353	1.13495	0.878021	1.08233	1.03617	0.968826	0.726142	0.809209	0.914047	1
KRT17	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIA3	2	2	131L	1.47903	1.36964	1.13785	1.30439	1.02589	1.20137	0.735947	1.17735	0.95675	1
ALS2	1	1	131L	1.39631	1.60942	1.46676	1.97272	1.23651	1.41826	1.34658	1.71387	1.12649	1
TMEM237	1	1	131L	0.835018	1.05031	0.841191	1.37462	0.768742	1.21961	0.564483	1.12221	0.819146	1
MCUR1	1	1	131L	0.461901	2.31478	3.38293	1.53928	1.06348	1.04857	1.40263	0.34324	0.768065	1
TRIM39R|RPP21	1	1	131L	1.47985	1.39274	1.32211	1.08877	1.1103	1.03724	0.614202	1.05159	0.906186	1
ASNSD1	1	1	131L	1.67982	2.50809	1.38376	0.986041	1.41322	0.825196	0.932188	1.20093	0.996346	1
UPF3B	1	1	131L	0.822088	1.08399	0.883864	1.0051	0.92916	0.999015	0.84654	1.21174	0.99021	1
PPP1R2	19	6	131L	1.64673	1.67143	1.18949	1.44124	1.21664	1.56727	0.832278	1.31156	0.988486	1
SRSF10	1	1	131L	0.817912	1.07914	1.14217	1.08412	0.884184	0.818975	0.795299	1.27734	0.998654	1
SPARC	1	1	131L	1.28728	1.65626	1.07228	1.13388	1.11222	1.24782	0.852443	1.31839	1.12064	1
PARS2	5	4	131L	2.00366	2.22326	1.35644	1.4772	1.45398	1.65422	0.894093	1.41547	1.05557	1
ATG13	9	8	131L	1.26052	1.20539	1.10274	0.91281	1.07244	1.19389	0.829597	1.18651	1.07528	1
PEF1	4	2	131L	1.83534	2.04531	1.71979	1.1675	1.41279	1.31052	0.842596	1.53463	1.08219	1
AIF1L	1	1	131L	1.03201	1.17403	1.03594	0.916056	0.938229	0.889295	0.779327	0.980384	1.01745	1
EIF2AK1	1	1	131L	1.64708	1.7606	1.37115	1.46253	1.35101	1.37901	0.946821	1.41549	1.12614	1
PPIF	6	3	131L	1.47062	1.63422	1.29768	1.1094	1.21851	1.17123	0.816655	1.48712	1.00357	1
BMP2K	3	3	131L	1.36534	1.42894	1.03204	1.2768	1.11691	1.2084	0.790623	1.39777	0.925452	1
PLOD3	6	4	131L	1.4742	1.49408	1.11343	1.13974	1.01383	1.00276	0.757604	1.12863	1.03028	1
CCNT1	1	1	131L	0.855048	0.886216	1.10107	0.956317	0.768633	0.72127	0.633109	1.12068	0.923361	1
MICALL2	3	3	131L	1.24591	1.24179	1.06758	1.02648	1.03918	0.999151	0.77666	1.10475	0.997074	1
DDB1	117	44	131L	1.80347	2.03779	1.30066	1.56174	1.4034	1.31524	0.918755	1.31183	1.18655	1
CARKD	5	4	131L	1.50661	1.756	1.29029	1.28416	1.14778	1.25244	0.798516	1.41978	1.04988	1
SWSAP1	2	2	131L	1.43176	1.46307	1.2385	1.24555	1.02009	1.12878	0.767434	1.2484	1.01246	1
LAMTOR1	1	1	131L	1.08699	0.682736	0.920283	0.887061	1.03623	1.36193	0.915415	0.74447	1.35271	1
MRRF	1	1	131L	1.08149	0.954814	0.891907	0.830049	1.0954	1.623	0.811583	0.870476	1.02108	1
TLE4	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM213B	2	2	131L	1.48619	1.47512	1.02791	1.083	1.1868	1.52678	0.946353	1.17677	1.12632	1
FGF13	1	1	131L	1.16855	1.14551	1.09998	1.08129	1.0003	1.30083	0.758415	1.08595	0.967883	1
COA6	3	3	131L	2.41035	3.26288	1.85662	2.44408	1.65482	1.71017	0.798256	2.10316	0.911551	1
TKT	150	31	131L	1.62655	1.79161	1.30149	1.45994	1.19359	1.4192	0.795147	1.38605	1.0341	1
TCERG1	1	1	131L	1.3449	1.46236	1.15313	1.38596	1.42562	1.1671	0.873174	1.396	1.30422	1
DDX49	2	2	131L	1.59511	1.83355	1.43396	1.24857	1.21303	1.21264	0.823849	1.44858	0.979488	1
GEMIN7	4	2	131L	1.4914	1.46621	1.25473	1.10082	1.21561	1.37838	0.812569	1.33978	1.08023	1
KCTD3	6	5	131L	1.22292	1.34859	1.03435	1.22917	1.08188	1.03441	0.835966	1.15467	1.3553	1
ZMYM4	1	1	131L	1.19197	1.36094	1.16618	1.43092	1.11054	1.32694	0.751769	1.33094	0.906822	1
SLC4A1AP	2	2	131L	1.35391	1.4152	1.05054	1.1346	1.1703	1.09447	0.737859	1.26421	0.982756	1
NME3	7	5	131L	1.60382	1.79123	1.42881	1.313	1.2177	1.35395	0.882086	1.44591	1.1057	1
PREP	6	6	131L	1.1639	1.19394	1.25469	0.814116	0.859972	0.87218	0.661724	1.15749	0.880446	1
GDI2	102	25	131L	1.68413	1.72829	1.29813	1.31946	1.29024	1.48561	0.863736	1.38415	1.03409	1
TRAP1	3	1	131L	1.25789	1.31867	1.10072	1.05404	1.15177	1.12896	0.768264	1.4628	1.0256	1
CTSL	3	2	131L	1.81723	1.66624	1.18401	1.14333	1.19155	1.26631	0.875647	1.17276	0.973717	1
PRPS1	10	5	131L	1.36552	1.87233	1.63135	1.4763	1.10917	1.09944	0.85384	1.41163	1.05812	1
EPCAM	1	1	131L	0.887	1.09821	0.970117	1.32447	0.760874	1.12656	0.680126	1.02765	0.944735	1
RAD51	2	2	131L	1.10708	1.02532	1.01859	0.974767	1.06046	1.14452	0.720126	1.2402	0.90445	1
GTF2E2	1	1	131L	1.33628	1.26037	1.19695	1.27895	1.10078	1.16587	0.790305	1.48061	1.15016	1
NUP153	26	19	131L	1.62359	1.693	1.26441	1.41128	1.36402	1.24466	0.896869	1.30429	1.25175	1
ELAC1	2	2	131L	1.39461	1.48973	1.07718	1.23277	1.0999	1.35289	0.763438	1.38162	1.11862	1
DCTPP1	31	10	131L	1.42861	1.61144	1.16003	1.10674	1.15602	1.23118	0.817402	1.14215	1.11189	1
REEP5	1	1	131L	1.15261	1.53913	1.21655	1.29311	1.08443	1.27705	0.941978	1.1117	1.16844	1
RNF138	1	1	131L	1.50561	1.68724	1.34073	1.0485	1.19713	1.09899	0.81247	1.38985	1.07918	1
LRIF1	2	2	131L	1.32944	1.31748	1.11232	1.13685	1.11913	1.32476	0.793378	1.28488	1.00887	1
MTRF1L	3	2	131L	1.69018	1.70358	1.43952	1.13463	1.30213	1.32756	0.857093	1.32152	1.0719	1
APOA1BP	47	11	131L	1.36749	1.39118	1.12721	1.08806	1.14837	1.30535	0.840852	1.16766	1.12602	1
B3GALTL	1	1	131L	1.57281	1.31639	1.33181	1.28377	1.19815	1.31624	0.784702	1.31252	1.00956	1
CARS2	21	15	131L	1.97357	1.64671	1.22693	1.20539	1.27702	1.45504	0.892388	1.35492	1.11077	1
LYRM1	1	1	131L	1.87319	2.28537	1.69387	1.29662	1.65808	1.51407	0.885129	1.76904	2.96219	1
NA|EEF1E1	2	2	131L	0.920183	0.999608	1.13233	0.983253	0.781076	0.996732	0.68858	1.46038	0.935233	1
RBCK1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTNNBIP1	1	1	131L	1.81021	1.70744	1.19639	1.23171	1.34868	1.50091	0.854544	1.27564	1.05492	1
NUP210L	2	1	131L	1.10645	1.06018	0.926063	0.669955	1.12546	1.01646	0.851971	0.880432	1.1642	1
RPAP1	2	2	131L	1.56657	1.68669	1.34003	1.19531	1.34907	1.02151	0.77671	1.34588	1.05785	1
NEDD1	4	4	131L	1.19938	1.51986	1.18991	0.995891	1.10933	1.07689	0.875619	1.03463	1.11991	1
WDR33	1	1	131L	1.69669	4.32031	1.34044	1.40166	2.35935	2.10738	0	1.6603	1.38172	1
RPSA	16	7	131L	0.79499	1.09496	1.21961	1.4408	0.814361	0.9328	0.874687	1.32438	1.04709	1
MTIF3	1	1	131L	1.12	1.30868	1.04495	1.04625	1.12446	1.05497	0.806449	1.13987	1.02321	1
XPNPEP3	4	3	131L	1.80182	1.74585	1.46085	1.31149	1.32179	1.52354	0.929213	1.43291	1.102	1
ASPSCR1	2	2	131L	1.27742	1.44878	1.21396	1.2747	0.993329	1.03485	0.730403	1.37174	1.00125	1
PUS3	5	5	131L	1.36028	1.83223	1.31929	1.23601	1.30206	1.10858	0.848266	1.28428	0.99839	1
NAMPT	89	22	131L	1.57333	1.62714	1.25219	1.18237	1.23839	1.38097	0.863634	1.32822	1.1297	1
NDUFA2	1	1	131L	1.39877	1.44838	1.13102	1.09392	1.41995	1.31136	0.760741	1.40626	1.0876	1
HEBP1	5	5	131L	1.80508	1.85421	1.35351	1.38757	1.28353	1.45778	0.881179	1.44464	1.02339	1
PDLIM5	16	12	131L	1.47213	1.55584	1.18082	1.16335	1.15809	1.23792	0.804406	1.26146	1.03071	1
PKM	298	42	131L	1.57498	1.71793	1.29267	1.37548	1.24334	1.45753	0.834067	1.37547	1.04756	1
COA7	16	12	131L	1.58489	1.60598	1.24769	1.18151	1.23212	1.33562	0.888995	1.3081	1.09033	1
PICALM	1	1	131L	0.617136	0.732387	1.73138	0.671468	0.841302	0.888238	0.721214	0.632013	0.874296	1
VAT1	16	7	131L	1.57819	1.65715	1.52244	1.43529	1.23598	1.37921	0.912986	1.45796	1.08185	1
NUDCD1	9	8	131L	1.55817	1.6657	1.25843	1.17387	1.2303	1.35864	0.872506	1.42741	1.01059	1
PEX19	5	3	131L	1.91876	1.93411	1.4209	1.36222	1.38394	1.42555	0.880293	1.47727	1.10751	1
BRD8	3	3	131L	1.28452	1.342	1.09195	1.0937	1.14116	1.11276	0.92936	1.12562	1.14761	1
RNH1	11	5	131L	1.75034	1.9416	1.49953	1.32349	1.34911	1.24012	0.876448	1.56748	0.945573	1
LYRM4	4	3	131L	1.52314	1.49005	1.19276	1.15181	1.2746	1.31717	0.820398	1.33445	1.0728	1
SLC9A3R1	25	12	131L	1.98157	2.15191	1.51649	1.62202	1.33044	1.59931	0.844018	1.47123	1.02549	1
PRMT5	54	21	131L	1.50369	1.75854	1.41229	1.43579	1.16108	1.22482	0.839654	1.3954	1.03672	1
EMD	1	1	131L	1.41782	1.25813	1.0832	1.15679	1.10884	1.38423	0.751822	1.43843	1.11188	1
TXN	63	7	131L	1.63653	1.84123	1.26282	1.49681	1.22715	1.38911	0.802174	1.41506	1.00765	1
SLC39A10	4	4	131L	1.42747	1.49113	1.18597	1.20133	1.11587	1.16989	0.784138	1.35525	1.06101	1
FAM136A	27	10	131L	1.73377	1.80058	1.49506	1.37906	1.34548	1.37761	0.912985	1.5996	1.11011	1
CBFB	2	2	131L	1.27516	1.40422	1.25232	1.11648	1.07219	1.0587	0.947303	1.27951	1.00793	1
LUC7L3	8	5	131L	1.15886	1.22803	1.2452	1.09279	0.862987	0.832177	0.733805	1.33072	0.980946	1
PITPNA	12	8	131L	1.51839	1.59414	1.25407	1.14536	1.25097	1.31978	0.885116	1.33295	1.08294	1
SUMF2	1	1	131L	0.850617	0.966853	0.884681	1.13456	0.768582	0.95258	0.678764	0.9857	1.03656	1
COLGALT1	4	4	131L	0.885562	0.958176	1.08013	1.12829	0.700862	0.740877	0.685588	1.00332	0.94143	1
PRPF40A	1	1	131L	1.47835	1.50239	1.15936	1.19379	1.22517	1.3265	0.922918	1.33993	1.14062	1
CENPP	2	2	131L	1.42143	1.03238	1.20804	1.21894	1.15202	1.37571	0.848222	1.2672	1.83786	1
CCDC23	5	2	131L	1.22257	1.33186	0.981372	0.943119	1.07176	1.22952	0.655713	1.25391	1.02164	1
TNPO1	7	6	131L	1.348	1.1082	0.761152	1.1478	0.940756	0.719549	0.758652	1.08789	1.01019	1
DPH5	14	8	131L	1.67748	1.86758	1.34547	1.56596	1.31929	1.61985	0.817854	1.50193	1.02142	1
RNF5	2	2	131L	1.36095	1.49139	1.16799	1.15444	1.01487	1.14043	0.739389	1.17026	0.890842	1
C19orf52	1	1	131L	1.28496	1.46757	1.11676	1.11316	1.07295	1.17014	0.825105	1.18881	1.25972	1
IPO11	20	10	131L	1.45924	1.63807	1.20462	1.24246	1.22999	1.13131	0.833382	1.23431	1.10615	1
CHERP	1	1	131L	1.17913	1.14194	0.906507	0.97799	1.23831	1.4371	0.874113	1.32908	1.15884	1
POLR2A	8	8	131L	1.17795	1.13595	0.999673	1.16128	1.21284	1.05823	0.718911	0.848175	0.966306	1
COX17	8	4	131L	1.73493	1.65499	1.21067	1.46327	1.16176	1.32512	0.733315	1.34033	0.965392	1
INTS3	2	2	131L	1.44609	1.58136	1.09326	1.30314	1.16918	1.15616	0.760701	1.19104	1.01239	1
